"","Spe","Sen"
"1",0,0.207612483003518
"2",0,0.194159008133575
"3",0.00445391219742025,0.280948764373813
"4",0.00445391219742025,0.279994088367724
"5",0.0132790005856629,0.285967636775326
"6",0.0190126354284663,0.300738434534237
"7",0.0319800682928195,0.258392605040511
"8",0.0296927479828017,0.13631168508938
"9",0.0330644448106273,0.13631168508938
"10",0.0330644448106273,0.13631168508938
"11",0.0380252708569326,0.168620807647371
"12",0.0410361941472529,0.18159507606697
"13",0.0447612636114668,0.18159507606697
"14",0.0501491087069543,0.18159507606697
"15",0.052384773719299,0.171310084429651
"16",0.0604887264165499,0.149430606864868
"17",0.0712780584539389,0.149430606864868
"18",0.0756436960042172,0.149430606864868
"19",0.0795217027337133,0.149430606864868
"20",0.101086255679525,0.149430606864868
"21",0.110543193635767,0.11279461717798
"22",0.0921910813794071,0.0725108253287017
"23",0,0
