"","Acc","Spe","Sen","AUC"
"1",0.162454888552938,0.0254696969924521,0.236287087149039,0.11811588647914
"2",0.159406061435358,0.0298718164254234,0.231589295743526,0.116216355590226
"3",0.101253143523703,0.0402332019791566,0.146223949478958,0.0754969057349486
