"","Acc","Spe","Sen","AUC"
"1",0.568622807017544,0.892140845070423,0.42231847133758,0.657229658204001
"2",0.715684210526316,0.83630985915493,0.661133757961783,0.748721808558356
"3",0.827587719298246,0.722507042253521,0.875108280254777,0.798807661254149
