"","V1","V2","V3","V4"
"1",0.799399301142251,0.799399301142251,0.71815984207915,0.633658960264921
"2",0.690817122958694,0.687159782260647,0.623317758316779,0.583270211364276
"3",0.609818628292968,0.605528800891042,0.577804011434788,0.565171093664168
"4",0.607596835396581,0.605675605809645,0.574230922424498,0.551490345125228
"5",0.54368043955775,0.543108373672876,0.554876912268628,0.548862422392809
"6",0.547662750314047,0.545589932273636,0.543189184104533,0.548806837549052
