"","Spe","Sen"
"1",1,0.280254777070064
"2",1,0.293630573248408
"3",0.998591549295775,0.36687898089172
"4",0.998591549295775,0.408917197452229
"5",0.985915492957746,0.49171974522293
"6",0.977464788732394,0.545859872611465
"7",0.963380281690141,0.619108280254777
"8",0.95774647887324,0.726114649681529
"9",0.954929577464789,0.726114649681529
"10",0.954929577464789,0.726114649681529
"11",0.932394366197183,0.784713375796178
"12",0.923943661971831,0.807643312101911
"13",0.914084507042254,0.807643312101911
"14",0.911267605633803,0.807643312101911
"15",0.894366197183099,0.84968152866242
"16",0.887323943661972,0.867515923566879
"17",0.866197183098592,0.867515923566879
"18",0.847887323943662,0.867515923566879
"19",0.829577464788732,0.867515923566879
"20",0.763380281690141,0.867515923566879
"21",0.656338028169014,0.913375796178344
"22",0.490140845070423,0.977070063694268
"23",0,1
