"","Spe","Sen"
"1",1,0.253503184713376
"2",1,0.280254777070064
"3",1,0.293630573248408
"4",1,0.311464968152866
"5",0.998591549295775,0.408917197452229
"6",0.994366197183099,0.450955414012739
"7",0.988732394366197,0.473885350318471
"8",0.983098591549296,0.532484076433121
"9",0.97887323943662,0.532484076433121
"10",0.977464788732394,0.545859872611465
"11",0.974647887323944,0.601273885350318
"12",0.970422535211268,0.601273885350318
"13",0.970422535211268,0.601273885350318
"14",0.966197183098592,0.619108280254777
"15",0.959154929577465,0.684076433121019
"16",0.959154929577465,0.684076433121019
"17",0.956338028169014,0.726114649681529
"18",0.953521126760563,0.726114649681529
"19",0.949295774647887,0.726114649681529
"20",0.91830985915493,0.807643312101911
"21",0.880281690140845,0.867515923566879
"22",0.82112676056338,0.867515923566879
"23",0.401408450704225,0.977070063694268
