"","Acc","Spe","Sen","AUC"
"1",0.156250698980272,0.0648782005679222,0.223805394421813,0.117782195802403
"2",0.107651887387188,0.0756687451770426,0.156674062133223,0.0817498712699328
"3",0.0690389685078403,0.0799506408957919,0.0938509068400965,0.0613607490519126
