"","Spe","Sen"
"1",0,0.200562225609607
"2",0,0.207612483003518
"3",0,0.194159008133575
"4",0,0.217753054678656
"5",0.00445391219742025,0.279994088367724
"6",0.00984797040535352,0.279462303615027
"7",0.0111100089823467,0.300935473788691
"8",0.0173136985113482,0.292488564341658
"9",0.0201932518005696,0.292488564341658
"10",0.0190126354284663,0.300738434534237
"11",0.0218196244856756,0.283901513590697
"12",0.0269288833797183,0.283901513590697
"13",0.0269288833797183,0.283901513590697
"14",0.0275359216875403,0.258392605040511
"15",0.0300249332494263,0.179130808910739
"16",0.0300249332494263,0.179130808910739
"17",0.0300249332494263,0.13631168508938
"18",0.0289789659380488,0.13631168508938
"19",0.0326620227810819,0.13631168508938
"20",0.0454211704129496,0.18159507606697
"21",0.0658114824829868,0.149430606864868
"22",0.0850400509579007,0.149430606864868
"23",0.0681155780682954,0.0725108253287017
