"","Acc","Spe","Sen","AUC"
"1",0.520315789473684,0.962028169014084,0.32056050955414,0.641294339284112
"2",0.688175438596491,0.951098591549296,0.569273885350319,0.760186238449807
"3",0.831894736842105,0.915211267605634,0.794216560509554,0.854713914057594
