"","V1","V2","V3","V4"
"1",0.835629039873655,0.835629039873655,0.796518420437729,0.764649375600384
"2",0.734258057024628,0.730855163034679,0.720916123160928,0.725264169068204
"3",0.670402390863486,0.660923860836153,0.677937880243356,0.712776176753122
"4",0.669130852441215,0.667209622854279,0.648364426917438,0.701248799231508
"5",0.503565918551509,0.507532625758534,0.565241754723023,0.491954851104707
"6",0.53073967339097,0.523071317367253,0.494524495677233,0.587255843739994
