"","X2","MI","AIC","BIC","GAIC","XBIC","DIMT"
"1",0.544484614694537,0.544661343859335,0.742380012559432,0.736169372925451,0.78150219790078,0.681978110702431,0
"2",0.663060464699022,0.662074549206064,0.765224724141027,0.767519960527496,0.815503274423612,0.658783977751862,0
"3",0.75892975688526,0.758101282856374,0.817992284919708,0.825053826141562,0.851153225082982,0.531657396608953,0
"4",0.833231362698484,0.832797165156544,0.916397236924736,0.923090966179241,0.937523997488114,0.523231362698484,0
