"","Acc","Spe","Sen","AUC"
"1",0.0496243438744029,0.0450338822070649,0.0742538885310394,0.0384598051201216
"2",0.0453460221320478,0.0564063699627962,0.06816138921484,0.0377646709680805
"3",0.0322357864500287,0.0716725327022795,0.0408196492122933,0.0375554872589057
